video_url,user_url,username,title,view_num,created_at,shortdesc,collected_at
/watch?v=9HvP27nQAgM&pp=ygUdd2FzaGluZ3RvbiBpbmRpZ2Vub3VzIHBvdmVydHk%3D,/@aljazeeraenglish,Al Jazeera English,US Poverty - No Way Out l We the People,280K weergaven,7 jaar geleden,This film was originally broadcast on Al Jazeera English in the run-up to the US elections in 2008. One in eight Americans - that is ...,2024-01-28 00:46:18.135579
/watch?v=j7KKZ6v5o34&pp=ygUdd2FzaGluZ3RvbiBpbmRpZ2Vub3VzIHBvdmVydHk%3D,/@unitednations,United Nations,Ending poverty and hunger,163K weergaven,8 jaar geleden,"United Nations - ""Ending Poverty and Hunger"" is part of a UN short film series ""The Story You are Shaping"" created by HUMAN, ...",2024-01-28 00:46:18.136942
/shorts/n6uzvSaoJyI,/@cgtnamerica,CGTN America,What poverty looks like in Africa...,31K weergaven,3 jaar geleden,"Watch CGTN LIVE on your computer, tablet or mobile http://america.cgtn.com/livenews Subscribe to CGTN America on YouTube ...",2024-01-28 00:46:18.138935
/watch?v=GfE_BrnP5fg&pp=ygUdd2FzaGluZ3RvbiBpbmRpZ2Vub3VzIHBvdmVydHk%3D,/@PragerU,PragerU,There Is Only One Way Out of Poverty,"5,1 mln. weergaven",6 jaar geleden,Download Pragerpedia on your iPhone or Android! Thousands of sources and facts at your fingertips. iPhone: ...,2024-01-28 00:46:18.140775
/watch?v=UX3QBKVFkUc&pp=ygUdd2FzaGluZ3RvbiBpbmRpZ2Vub3VzIHBvdmVydHk%3D,/@komonews,KOMO News,Seattle homeless crisis has new changes coming,45K weergaven,6 maanden geleden,Changes could be coming in how the city of Seattle handles removing homeless encampments. A judge declared parts of the ...,2024-01-28 00:46:18.151168
/watch?v=bpAi70WWBlw&pp=ygUdd2FzaGluZ3RvbiBpbmRpZ2Vub3VzIHBvdmVydHk%3D,/@komonews,KOMO News,Seattle is Dying | A KOMO News Documentary,18 mln. weergaven,4 jaar geleden,"Have a news tip? Send it directly to us: Email us: tips@komonews.com Call the Newsroom: 206.404.4000 KOMO News (ABC 4, ...",2024-01-28 00:46:18.154834
/watch?v=vF5M9Oeqbis&pp=ygUdd2FzaGluZ3RvbiBpbmRpZ2Vub3VzIHBvdmVydHk%3D,/@TEDx,TEDx Talks,Postcolonial encounters in slum tourism | Meghan Muldoon | TEDxUW,"4,5K weergaven",4 jaar geleden,"Colonialism was founded upon and made possible by the creation of 'Us' and 'Them,' where 'Us' is civilized, educated, and free, ...",2024-01-28 00:46:18.158464
/watch?v=n5Z4VwDlkkQ&pp=ygUdd2FzaGluZ3RvbiBpbmRpZ2Vub3VzIHBvdmVydHk%3D,/@UnitedStates5050,Our 50 States,Homeless Population by State: Latest Insights into US Homeless Crisis,1 mln. weergaven,4 maanden geleden,Homeless Population in America: Explore the latest comprehensive insights into the ongoing homeless crisis in the United States ...,2024-01-28 00:46:18.162185
/shorts/HzvtUO8V4Iw,/@PinnacleDigest,Pinnacle Digest,The Shocking Poverty Rate in the USA,"7,2K weergaven",1 jaar geleden,"Over the last few years, poverty in America has increased substantially. According to the United States Census Bureau, 12.8% of ...",2024-01-28 00:46:18.165123
/shorts/IleTuZ5n0iE,/@baqarahmathba8983,Baqar Ahmath ba,YAHAWAH WA YAHAWASHI WILL FEED THE DOWN TRODDEN LOWLY POOR SHEEP WHEN SHTFFAMINE,1 weergave,7 jaar geleden,"subscribe to menofvalor12, menofvalor13.",2024-01-28 00:46:18.166849
/watch?v=qMkYlIA7mgw&pp=ygUdd2FzaGluZ3RvbiBpbmRpZ2Vub3VzIHBvdmVydHk%3D,/@CGPGrey,CGP Grey,Canada & The United States's Bizarre Border,25 mln. weergaven,10 jaar geleden,## Related Videos: - Grey Grades Canada's Flags: https://www.youtube.com/watch?v=-7dgkMAyln0.,2024-01-28 00:46:18.168205
