video_url,user_url,username,title,view_num,created_at,shortdesc,collected_at
/watch?v=p1WyAEkgzI8&pp=ygUcc2VhdHRsZSBob21lbGVzc25lc3MgcG92ZXJ0eQ%3D%3D,/@60minutes,60 Minutes,Homeless in Seattle: Why are so many of the city's citizens living on the streets?,40K weergaven,4 jaar geleden,"--- ""60 Minutes,"" the most successful television broadcast in history. Offering hard-hitting investigative reports, interviews, feature ...",2024-01-27 23:45:45.936584
/watch?v=UX3QBKVFkUc&pp=ygUcc2VhdHRsZSBob21lbGVzc25lc3MgcG92ZXJ0eQ%3D%3D,/@komonews,KOMO News,Seattle homeless crisis has new changes coming,45K weergaven,6 maanden geleden,Changes could be coming in how the city of Seattle handles removing homeless encampments. A judge declared parts of the ...,2024-01-27 23:45:45.938806
/watch?v=foOgch5mrqQ&pp=ygUcc2VhdHRsZSBob21lbGVzc25lc3MgcG92ZXJ0eQ%3D%3D,/@ENDEVRDocs,ENDEVR,Half Homeless: Living in Cars | Poverty in the USA | ENDEVR Documentary,"1,8 mln. weergaven",10 maanden geleden,Half Homeless: Living in Cars | America's Broken Dream | ENDEVR Documentary Homeless in Las Vegas: Where Poverty Meets ...,2024-01-27 23:45:45.947153
/watch?v=ZCRcChPpj8Y&pp=ygUcc2VhdHRsZSBob21lbGVzc25lc3MgcG92ZXJ0eQ%3D%3D,/@InvisiblePeople,Invisible People,Woman on Surviving Homelessness in an RV Near  Seattle,13K weergaven,23 uur geleden,"Melissa lived in a beautiful apartment when her landlord became unstable and abusive. Now, she lives in an RV. Melissa parks ...",2024-01-27 23:45:45.951232
/watch?v=Pa2G04lXrmo&pp=ygUcc2VhdHRsZSBob21lbGVzc25lc3MgcG92ZXJ0eQ%3D%3D,/@fox13seattle,FOX 13 Seattle,Controversial homelessness complex in Seattle moving forward | FOX 13 Seattle,12K weergaven,1 jaar geleden,"A complex that will house hundreds of people living unsheltered, as well as treating people with drug, alcohol and behavioral ...",2024-01-27 23:45:45.953352
/watch?v=1-mins3KNFk&pp=ygUcc2VhdHRsZSBob21lbGVzc25lc3MgcG92ZXJ0eQ%3D%3D,/@InvisiblePeople,Invisible People,Where Do They Go? The Painful Reality of Seattle's RV Homeless Sweeps,741K weergaven,10 maanden geleden,"Lux has been homeless since she was 16. Growing up, her mother was critically ill, so Lux lived with her stepdad. He would kick ...",2024-01-27 23:45:45.955414
/watch?v=3vUi7EgtG_U&pp=ygUcc2VhdHRsZSBob21lbGVzc25lc3MgcG92ZXJ0eQ%3D%3D,/@discoveryinstitute,Discovery Institute,Axe Wielding Teen Arrested in Notorious Seattle Homeless Encampment Addicted to Fentanyl,27K weergaven,11 maanden geleden,15 year old Marcelles was arrested by police at a Seattle encampment this past weekend. His grandmother desperately wants him ...,2024-01-27 23:45:45.974253
/watch?v=xsKKqG-4IHk&pp=ygUcc2VhdHRsZSBob21lbGVzc25lc3MgcG92ZXJ0eQ%3D%3D,/@komonews,KOMO News,The state of the homelessness crisis in Seattle,26K weergaven,1 jaar geleden,KOMO News convened a town hall meeting to discuss the state of homelessness in Seattle. People experiencing homelessness ...,2024-01-27 23:45:45.976476
/watch?v=U4jWIMyk-4E&pp=ygUcc2VhdHRsZSBob21lbGVzc25lc3MgcG92ZXJ0eQ%3D%3D,/@fox13seattle,FOX 13 Seattle,Report: More than half of homeless people offered shelter by City of Seattle say no | FOX 13 Seattle,121K weergaven,1 jaar geleden,More than half of people removed from encampments by the City of Seattle rejected the offer of shelter in 2021. Subscribe to FOX ...,2024-01-27 23:45:45.985209
/watch?v=FU9aV-e4KvE&pp=ygUcc2VhdHRsZSBob21lbGVzc25lc3MgcG92ZXJ0eQ%3D%3D,/@UnitedStates5050,Our 50 States,"Washington's Cities in Crisis Due to Homelessness, Poverty, and Crime",20K weergaven,7 dagen geleden,"Washington's Cities in Crisis: Homelessness, Poverty, Crime: A triple threat gripping Washington's cities. Uncover root causes ...",2024-01-27 23:45:45.992184
/watch?v=MSFTbM8y44k&pp=ygUcc2VhdHRsZSBob21lbGVzc25lc3MgcG92ZXJ0eQ%3D%3D,/@fox13seattle,FOX 13 Seattle,Downtown Seattle Association to give update on homelessness | FOX 13 Seattle,"2,5K weergaven",1 jaar geleden,"On Thursday, Seattle city leaders will meet about their plans to do something about the homelessness situation. Subscribe to FOX ...",2024-01-27 23:45:46.000190
/watch?v=NxE1p0X3W2w&pp=ygUcc2VhdHRsZSBob21lbGVzc25lc3MgcG92ZXJ0eQ%3D%3D,/@CBSMornings,CBS Mornings,Lack of housing in Seattle forces some families to live in cars,654K weergaven,3 jaar geleden,"Aaron, who lives with his wife Silje and their two children in a parking lot outside of Seattle, begins his day in darkness, making a ...",2024-01-27 23:45:46.004483
/watch?v=pzNhb_pwjxU&pp=ygUcc2VhdHRsZSBob21lbGVzc25lc3MgcG92ZXJ0eQ%3D%3D,/@KING5Seattle,KING 5 Seattle,Seattle senior living community at the crossroads of homelessness crisis,18K weergaven,8 maanden geleden,A sprawling homeless encampment is located in a wooded area off Myers Way near the border of Seattle and White Center.,2024-01-27 23:45:46.012561
/watch?v=bpAi70WWBlw&pp=ygUcc2VhdHRsZSBob21lbGVzc25lc3MgcG92ZXJ0eQ%3D%3D,/@komonews,KOMO News,Seattle is Dying | A KOMO News Documentary,18 mln. weergaven,4 jaar geleden,"Have a news tip? Send it directly to us: Email us: tips@komonews.com Call the Newsroom: 206.404.4000 KOMO News (ABC 4, ...",2024-01-27 23:45:46.017860
/watch?v=OzSd9VUk9UE&pp=ygUcc2VhdHRsZSBob21lbGVzc25lc3MgcG92ZXJ0eQ%3D%3D,/@AssociatedPress,Associated Press,Seattle Among Cities Rocked by Homeless Crisis,57K weergaven,6 jaar geleden,"As the West Coast's economy booms and more people move to the area, the number of homeless people has spiked to crisis ...",2024-01-27 23:45:46.026752
/watch?v=Xmu-hIgFmIA&pp=ygUcc2VhdHRsZSBob21lbGVzc25lc3MgcG92ZXJ0eQ%3D%3D,/@komonews,KOMO News,Seattle's addiction: The fentanyl crisis destroying the city,505K weergaven,8 maanden geleden,"There have now been more overdose deaths in King County this year than in all of 2020, according to data from Public Health ...",2024-01-27 23:45:46.034821
/watch?v=t5rDw4kShDM&pp=ygUcc2VhdHRsZSBob21lbGVzc25lc3MgcG92ZXJ0eQ%3D%3D,/@CBSMornings,CBS Mornings,Tackling Seattle's homeless crisis,11K weergaven,3 jaar geleden,"Seattle has struggled to create a safe parking program for people who live in their vehicles, and there often is not enough space ...",2024-01-27 23:45:46.036786
/watch?v=i0vxKmUm5Jg&pp=ygUcc2VhdHRsZSBob21lbGVzc25lc3MgcG92ZXJ0eQ%3D%3D,/@KING5Seattle,KING 5 Seattle,Crews clean up homeless encampments near I-90 in Seattle after rock-throwing incidents,"9,4K weergaven",2 jaar geleden,"After police arrested a person suspected of damaging at least three more vehicles on I-90, WSDOT says it will clear two ...",2024-01-27 23:45:46.043679
